00100026dbdffcd01cde6ee9b9a9d273	1
0014278276a6cc05fe8c522af0a677df	1
0026e20266ceba9cdda2c116e89d2f3b	1
008b37fc832d3dfad9105961c5801c02	1
00b1d7d0d6fdb25050041f6e2ae2871e	0
00b23e5cbc6f652b55d0754ed5ce300f	1
00d314de185e2e2425590e18e88c969f	0
00d9d606720bf95d08546c4bcb19ba71	0
00f3de3001b7f177384897278f905f83	1
0113ca85c57aeafd828acc1e765c058b	1
011ffa717faf73648cd2bc746d2ef9d7	0
012d337e20f5427f550163b486f7ca00	1
0148a8055c5987082bf1fd1d816943ac	0
0166018d693bb79c1e6203d4a048b003	1
016d86a309e33615738e0af7abdc7dc8	1
017e03b789bef812d30b2e5783bbfdf2	1
018205a4a74a654927ff80ca4ba892d7	1
0197e87b1967402d4f331e656d5aa04d	1
01a14dbda7060f8b654f4a81566ecb0e	1
01a488d98948d02d376ea8848f92036f	0
01a4e8ff8bd45861e6da907f97b6f024	0
01bde3f1091f5982c0c15da9cab2ccf7	1
01d68545cdd3ecfe9fc4d23f507245a5	0
01edf1b74fb4c52ed07e2eb6f0f9ddcc	0
02047926236d84ebc92c66d66cf29a89	0
0231bdb6494f15b1eb7359e33da3ac7b	1
02414b7de4171ac996fc57f9b87e97c4	1
026e86cf42e441fb527f8a0d71a83838	1
027afb849889ea82d0a3f88a905a1d3e	0
028a0fa99cc5a60078f03bbfac3cb13e	0
0295bafd40ee99d3b7d6fbff6eb3ed81	1
02b7699a1595a0c0fcc560fd722ea8b4	0
02c67e96a2d2ae7e22becb1597bd7d8d	0
02d4c26fccded3e6b544d6d53bc38394	0
02ebac1da82b4a34a622c77c59c153d5	1
030c747115eeaf74bea7ce99f2e240be	0
034d9407800453846c6d0e791518488c	0
034f9dc288f38c4d1b8b843395eb860a	0
0383e4429661718dab54d2c0aeed30d9	1
038b1d428a5655355812ee4a817d9fa4	1
03ab7b58b89040b939dbc544a7947712	1
03aefe2b8aa59138c2239b1d2e9f511f	1
03c0f3f3925023e46ee898cc5adfd705	0
03c6554b80d877a1700a6d4457d26fe0	1
03e8f530da7db248fc3642667521b55c	0
03ea5c76affb7377b9005cfa437b0352	0
03f2df7558001948e2c38ab3b0a94ce6	0
03fcd04cfe2c2c58f89a4adc362edec0	0
042f348e47ea1e0c67e8b24d111c73bf	0
04324b9fca4c857222263467e9589e9a	0
0445c2e4253192c1fc3862149bbf66c4	0
04493394a89596f090cfdebe12a5692c	0
044ebe715367a1837eca39066db53623	0
046b03e16cc6234e0340142654a511f9	0
047790182d99d722360729a86e400b38	1
04998ab7fc4981b46776995665a83831	0
04a19a2a79b77dad4bbddec9fd52199a	0
04b3a9b2539c7df57683948cab7e328b	1
04c6d75dd64ddea6eaa38ebff04fe101	1
04d5e3332ee129ad255676191a2bbb50	0
04d878cb95009b22f1dc36d3676a10a8	0
04ecdcc29488a8e94215395d2c0aa471	0
0505cf7320bcbe76f9f2ff68e0a43036	0
05164d8e75dca3ad816741c8b01053fd	0
05865b17a06e4b2fc863d4d9644d24bf	0
05c50cf99bc1c7017799a25ca34dce33	0
05d336a9ec10e58c5ac0bddb07ef97cc	0
05e2ba9cd934af1a93c4c4f49d98469a	0
060405ceac6de82c0afe99abed3f16a1	0
065d0ce752239e159db90f1198b8ec09	0
066ca5a2c527d27445ddc001eefa1c9e	0
068b40f6bfeb14967d315b53665a4644	1
06a414c83ae461f843286afa5fc9f734	1
06ba746b4a2b7b129bfe28833e61e1c4	1
06c120dc5e31d261687914810857e727	0
06d5a079c128fbba9d6c7809c89ff111	0
06ed5ff2a5b6f8575f15a86031b25663	0
06fd6dfceeced16f64bea9b13b46ebca	1
070593703658f5da1d3ce0a8939decc1	0
0714ded74b14e2fd39ac5aee7c8b2ba0	1
07267f6581985bb897e89e47b6a9a6bd	1
072ac6c03ec98949673205855f611093	0
0731c7a1c816897fa29698dca3593f58	1
076413794c81035b4edc744fa241b33f	1
076b222c52cd0fff66e4db721cfd118c	0
07730f67e6887ea7e191389293baf03b	0
077bcbfda433a1df30b0dff09eeccef2	0
